CustomerKey,TotalInvoices,TotalRevenue,AvgInvoiceValue
2863,3,1761.81,587.27
2864,4,17574.101000000002,4393.525250000001
2865,23,25417.017,1105.0876956521738
2869,65,13806.113,212.40173846153846
2873,9,5337.531,593.059
2874,57,30960.0,543.1578947368421
2875,5,181.5,36.3
2877,305,228577.932,749.4358426229509
2878,2,61.885,30.9425
2879,9,13790.0,1532.2222222222222
2880,1,5396.19,5396.19
2881,3,9482.48,3160.8266666666664
2883,4,1255.0,313.75
2884,15,3878.499,258.5666
2885,17,4684.95,275.58529411764704
2888,6,5497.47,916.245
2889,2,794.1400000000001,397.07000000000005
2896,3,6682.191,2227.397
2898,6,45813.0,7635.5
2899,9,1039402.515,115489.16833333333
2900,11,13663.478,1242.1343636363636
2901,8,83752.03300000001,10469.004125000001
2902,22,59103.696,2686.5316363636366
2903,11,5258.167,478.0151818181819
2904,7,3021.8999999999996,431.69999999999993
2905,12,19550.0,1629.1666666666667
2906,23,634898.71,27604.291739130433
2908,12,85191.196,7099.266333333333
2909,25,540783.003,21631.32012
2910,3,30964.489999999998,10321.496666666666
2911,6,331357.974,55226.329
2912,3,5509.6900000000005,1836.5633333333335
2913,22,3580.7,162.7590909090909
2917,57,51997.1,912.2298245614035
2921,53,327677.4,6182.592452830189
2922,13,1.7999999999999998,0.13846153846153844
2924,3,2943.48,981.16
2926,9,2245.752,249.528
2927,3,537.3,179.1
2931,17,19629.938,1154.7022352941176
2935,85,1326397.71,15604.67894117647
2936,31,591918.666,19094.15051612903
2937,3,663.0,221.0
2938,9,8031.6900000000005,892.4100000000001
2941,3,30523.5,10174.5
2943,5,1803.6750000000002,360.735
2944,1,2665.0,2665.0
2947,2,1.0,0.5
2948,3,1.7999999999999998,0.6
2954,12,9863.202,821.9335
2956,3,13317.630000000001,4439.21
2957,3,2.0,0.6666666666666666
2960,11,5750.593,522.7811818181818
2963,2,1800.0,900.0
2965,3,1510.125,503.375
2966,3,18719.324999999997,6239.774999999999
2967,4,2320.0,580.0
2968,2,1511.0,755.5
2969,6,2628.0,438.0
2970,13,3257.3,250.56153846153848
2971,10,26062.170000000002,2606.217
2972,3,13560.0,4520.0
2973,5,1348.055,269.611
2974,4,1722.9299999999998,430.73249999999996
2975,4,859.2,214.8
2976,3,4009.2000000000003,1336.4
2979,3,10902.0,3634.0
2980,19,6017.797,316.72615789473684
2981,3,1510.125,503.375
2983,3,644.4000000000001,214.80000000000004
2984,3,1511.91,503.97
2985,3,2735.235,911.745
2986,17,1497.2420000000002,88.07305882352942
2987,6,668.8349999999999,111.47249999999998
2988,6,304.66499999999996,50.777499999999996
2989,96,137006.956,1427.1557916666668
